name,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Shai Elias,,,,,hapoel-tel-aviv,hapoel-tel-aviv,hapoel-tel-aviv,hapoel-tel-aviv,hapoel-tel-aviv,hapoel-tel-aviv,hapoel-beer-sheva
Adrian Paun,,,,,,,,,,,hapoel-beer-sheva
Patryk Klimala,,,,,,,,,,,hapoel-beer-sheva
Or Blorian,,,,,,,,,,,hapoel-beer-sheva
Shapi Suleymanov,,,,,,,,,,,hapoel-beer-sheva
Tomer Hemed,,,,,,,,,,,hapoel-beer-sheva
Itay Mantzur,maccabi-netanya,maccabi-netanya,,,,,,,,,
Hasan Sarhan,maccabi-netanya,maccabi-netanya,,,,,,,,,
Luigi Cennamo,maccabi-netanya,,,,,,,,,,
Guy Salem,maccabi-netanya,,,,,,,,,,
Bruno Pinheiro,maccabi-netanya,,,hapoel-haifa,hapoel-haifa,,,,,,
Ido Levy,maccabi-netanya,maccabi-netanya,maccabi-netanya,,,,,,hapoel-haifa,hapoel-hadera,hapoel-hadera
Amit Shumovitz,maccabi-netanya,maccabi-netanya,,,,,,,,,
Ori Shitrit,maccabi-netanya,,maccabi-netanya,,,,,,,,
Adi Nimni,maccabi-netanya,,,,,,,,,,
Omer Zalisher,maccabi-netanya,maccabi-netanya,maccabi-netanya,ironi-kiryat-shmona,ironi-kiryat-shmona,,,,,,
Arnon Tamir,maccabi-netanya,,,,,,,,,,
Liran Shriki,maccabi-netanya,maccabi-netanya,,,,,,,,,
Gal Genish,maccabi-netanya,maccabi-netanya,,,,,,,,,
Idan Shriki,maccabi-netanya,maccabi-netanya,maccabi-netanya,,,,,,,,
Omer Peretz,maccabi-netanya,maccabi-netanya,maccabi-netanya,maccabi-netanya,,,,,,,
Mohammed Akel,maccabi-netanya,,,,,,,,,,
Noor Bisan,maccabi-netanya,,,maccabi-netanya,,,,,,,
Dean Gal,maccabi-netanya,,maccabi-netanya,maccabi-netanya,maccabi-netanya,,,,,,
Dariusz Pietrasiak,maccabi-netanya,,,,,,,,,,
Leonid Krupnik,maccabi-netanya,,sektzia-ness-ziona,,,,,,,,
Yarin Hassan,maccabi-netanya,maccabi-netanya,maccabi-netanya,maccabi-netanya,,,,hapoel-hadera,,,
Touvarno Pinas,maccabi-netanya,maccabi-netanya,ironi-kiryat-shmona,,,,,,,,
Guy Gomberg,maccabi-netanya,maccabi-netanya,,hapoel-tel-aviv,,,,,,,
Viki Kahlon,maccabi-netanya,maccabi-netanya,maccabi-netanya,,maccabi-netanya,maccabi-netanya,maccabi-netanya,maccabi-netanya,,,
Ben Binyamin,maccabi-netanya,maccabi-netanya,,,,,,,,,
Yossi Shivhon,maccabi-netanya,,,,,,,,,,
Dean Gabay,maccabi-netanya,maccabi-netanya,,,,,,,,,
Yarden Cohen,maccabi-netanya,maccabi-netanya,,,,,,,,,
Ali Khatib,maccabi-netanya,,,hapoel-haifa,,hapoel-hadera,hapoel-hadera,,,,
Dragan Ceran,maccabi-netanya,,,,,,,,,,
Ahmad Sabaa,maccabi-netanya,ironi-kiryat-shmona,,,,,,,,,
Serge Lofo Bongeli,maccabi-netanya,maccabi-netanya,,,,,,,,,
Adir Tubul,ihud-bnei-sachnin,maccabi-netanya,,fc-ashdod,fc-ashdod,,,,,,
Lior Jan,hapoel-haifa,maccabi-netanya,hapoel-haifa,,,,,,,,
Adi Sofer,,maccabi-netanya,,,,,,,,,
Ben Malka,,maccabi-netanya,beitar-jerusalem,,,,,,,,
Kobi Hassan,,maccabi-netanya,,,,,,,,,
Ran Roll,,maccabi-netanya,maccabi-netanya,,,,,,,,
Snir Dori,,maccabi-netanya,maccabi-netanya,maccabi-netanya,,,,,,,
Savity Lipenia,,maccabi-netanya,,,,,,,,,
Shalev Menashe,bnei-yehuda-tel-aviv,maccabi-netanya,,,,,,,,,
Eran Levi,beitar-jerusalem,maccabi-netanya,maccabi-netanya,,maccabi-netanya,maccabi-netanya,beitar-jerusalem,,,,
Olarenwaju Kayode,,maccabi-netanya,maccabi-netanya,,,,,,,,
Nir Abergil,,maccabi-netanya,maccabi-netanya,,,,,,,,
Raul Gorshumov,,,maccabi-netanya,maccabi-netanya,,,,,,,
Yair Hadar,,,maccabi-netanya,,,,,,,,
Shimon Harush,hapoel-tel-aviv,hapoel-tel-aviv,maccabi-netanya,maccabi-netanya,,,,,,,
Omri Kende,,hapoel-haifa,maccabi-netanya,,,,,,,,
Gabriel Giurgiu,,,maccabi-netanya,,,,,,,,
Amit Ben Shushan,beitar-jerusalem,,maccabi-netanya,,,,,,,,
Orr Barouch,bnei-yehuda-tel-aviv,bnei-yehuda-tel-aviv,maccabi-netanya,,,,,,,,
Stav Zalait,,,maccabi-netanya,,,,,,,,
Gal Mesika,,,maccabi-netanya,,,,,,,,
Cristian Sirghi,,,maccabi-netanya,,,,,,,,
Josef Ganda,,,maccabi-netanya,,hapoel-tel-aviv,hapoel-tel-aviv,hapoel-tel-aviv,,,,
Anes Dabbur,,,maccabi-netanya,hapoel-haifa,,,,,,,
Nevo Mizrahi,fc-ashdod,,maccabi-netanya,maccabi-netanya,,,,,,,
Tal Ayala,,,,maccabi-netanya,,,,,,,
Yair Ziv,,,,maccabi-netanya,maccabi-netanya,,,,,,
Andriy Mishchenko,,,,maccabi-netanya,,,,,,,
Saif Fadool,,,,maccabi-netanya,maccabi-netanya,,,,,,
Fadi Najar,,,,maccabi-netanya,,,,,bnei-yehuda-tel-aviv,,
Milan Smiljanic,,,,maccabi-netanya,,,,,,,
Eilon Yerushalmi,,,,maccabi-netanya,maccabi-netanya,hapoel-hadera,maccabi-netanya,sektzia-ness-ziona,maccabi-netanya,,sektzia-ness-ziona
Shalom Edri,,,,maccabi-netanya,,,,beitar-jerusalem,beitar-jerusalem,maccabi-netanya,
Yuval Avidor,hapoel-haifa,hapoel-haifa,,maccabi-netanya,ihud-bnei-sachnin,ihud-bnei-sachnin,,,,,
Saar Benbenishti,,,,maccabi-netanya,hapoel-tel-aviv,,hapoel-jerusalem,hapoel-jerusalem,,,
Momodou Ceesay,,,,maccabi-netanya,,,,,,,
Mircea Axente,,,,maccabi-netanya,,,,,,,
Sameh Marab,,,,maccabi-netanya,,,,,,,
Aviad Bourla,bnei-yehuda-tel-aviv,bnei-yehuda-tel-aviv,bnei-yehuda-tel-aviv,maccabi-netanya,bnei-yehuda-tel-aviv,,,,,,
Abed Jabarin,,,,maccabi-netanya,maccabi-netanya,,,,,,
Tomer Litvinov,,,,maccabi-netanya,maccabi-netanya,,,,,,
Zeev Haimovich,hapoel-tel-aviv,hapoel-tel-aviv,beitar-jerusalem,maccabi-netanya,,,,,,,
David Tiram,,,,maccabi-netanya,,maccabi-netanya,maccabi-netanya,fc-ashdod,,,
Amer Massarwa,,,,maccabi-netanya,,,,,,,
Nemanja Petrovic,,,,maccabi-netanya,,,,,,,
Imaye Taga,,,,maccabi-netanya,maccabi-netanya,,,,,,
Hamza Barry,,,,maccabi-netanya,,,,,,,
Issoumaila Lingane,,,,maccabi-netanya,,,fc-ashdod,,,,
Thiago Santos,,,,maccabi-netanya,,,,,,,
Aviv Avraham,,,,maccabi-netanya,maccabi-netanya,maccabi-netanya,maccabi-netanya,maccabi-netanya,maccabi-netanya,maccabi-netanya,maccabi-netanya
Israel Zaguri,,hapoel-tel-aviv,hapoel-tel-aviv,maccabi-netanya,beitar-jerusalem,ihud-bnei-sachnin,ihud-bnei-sachnin,,,bnei-yehuda-tel-aviv,
Omer Buaron,,,,maccabi-netanya,,,,,,bnei-yehuda-tel-aviv,
Itzik Cohen,ironi-kiryat-shmona,beitar-jerusalem,beitar-jerusalem,maccabi-netanya,hapoel-jerusalem,,,,,,
Moti Malka,,,,maccabi-netanya,,,,ihud-bnei-sachnin,ihud-bnei-sachnin,,
Nir Azaria,,,,,maccabi-netanya,,,,,,
Branko Vrgoc,,,,,maccabi-netanya,maccabi-netanya,maccabi-netanya,,,,
Kobi Mor,,,,,maccabi-netanya,maccabi-netanya,ironi-kiryat-shmona,,,sektzia-ness-ziona,
Essam Ayasha,,,,,maccabi-netanya,maccabi-netanya,,,,,
Naftali Belay,,,,,maccabi-netanya,hapoel-hadera,maccabi-netanya,,,maccabi-netanya,maccabi-netanya
Nicolas Olsak,,,,,maccabi-netanya,maccabi-netanya,maccabi-netanya,maccabi-netanya,beitar-jerusalem,,
Didier Kougbenya,,,,fc-ashdod,maccabi-netanya,maccabi-netanya,maccabi-netanya,hapoel-hadera,,,
Roei Dayan,,,,fc-ashdod,maccabi-netanya,,,,,,
Oz Ariel,,,,,maccabi-netanya,,,,,,
Nissan Danon,,,,,maccabi-netanya,hapoel-jerusalem,,,,,
Oleksandr Zhdanov,,,,,maccabi-netanya,,,,,,
Yakir Shina,,,,,maccabi-netanya,,,,,,
Lenny Zvi Aharon,,,,,maccabi-netanya,maccabi-netanya,,,,,
Carlos Loaiza,,,,,maccabi-netanya,,,,,,
Elad Shahaf,,,,,maccabi-netanya,maccabi-netanya,maccabi-netanya,sektzia-ness-ziona,maccabi-netanya,,fc-ashdod
Dani Amos,ironi-kiryat-shmona,hapoel-tel-aviv,hapoel-tel-aviv,,,maccabi-netanya,maccabi-netanya,maccabi-netanya,maccabi-netanya,maccabi-netanya,
Amit Marijan,,,,,,maccabi-netanya,,,,,
Assaf Ben Shabat,,,,,,maccabi-netanya,,,,,
Hagai Goldenberg,,,,,,maccabi-netanya,ironi-kiryat-shmona,hapoel-hadera,ihud-bnei-sachnin,ihud-bnei-sachnin,
Jake Rozhansky,,,,,,maccabi-netanya,maccabi-netanya,,,,
Yarin Sharabi,,,,,,maccabi-netanya,,,maccabi-netanya,,
Yonas Malede,,,,,,maccabi-netanya,maccabi-netanya,maccabi-netanya,maccabi-netanya,,
Golan Elkaslasi,,,,,,maccabi-netanya,maccabi-netanya,maccabi-netanya,,maccabi-bnei-reineh,
Tim Heubach,,,,,,maccabi-netanya,maccabi-netanya,maccabi-netanya,,,
Dean Maimoni,ironi-kiryat-shmona,ironi-kiryat-shmona,ironi-kiryat-shmona,ironi-kiryat-shmona,ironi-kiryat-shmona,maccabi-netanya,,,,,
Ben Zairi,bnei-yehuda-tel-aviv,,bnei-yehuda-tel-aviv,bnei-yehuda-tel-aviv,bnei-yehuda-tel-aviv,maccabi-netanya,,,,,
Leandro Ribeiro,,,,,,maccabi-netanya,,,,,
Alhassane Keita,,,,,,maccabi-netanya,,,,,
Eden Shrem,hapoel-tel-aviv,,hapoel-tel-aviv,,,maccabi-netanya,hapoel-jerusalem,sektzia-ness-ziona,,,
Iyad Haj,,,,,,maccabi-netanya,,,,,
Jonathan Bornstein,,,,,,,maccabi-netanya,,,,
Stav Finish,bnei-yehuda-tel-aviv,bnei-yehuda-tel-aviv,bnei-yehuda-tel-aviv,bnei-yehuda-tel-aviv,bnei-yehuda-tel-aviv,bnei-yehuda-tel-aviv,maccabi-netanya,maccabi-netanya,bnei-yehuda-tel-aviv,,
Fatos Beqiraj,,,,,,,maccabi-netanya,maccabi-netanya,bnei-yehuda-tel-aviv,,
Dolev Azulay,,,,,,,maccabi-netanya,maccabi-netanya,maccabi-netanya,,
Muhammed Zubeidat,ihud-bnei-sachnin,ihud-bnei-sachnin,ihud-bnei-sachnin,ihud-bnei-sachnin,ihud-bnei-sachnin,ihud-bnei-sachnin,maccabi-netanya,maccabi-netanya,,,
Jahmir Hyka,,,,,,,maccabi-netanya,maccabi-netanya,,,
Moti Barshazky,,,,,hapoel-tel-aviv,hapoel-tel-aviv,maccabi-netanya,hapoel-tel-aviv,ihud-bnei-sachnin,ihud-bnei-sachnin,
Konstantin Oykin,,,,,,,,maccabi-netanya,,,
Roy Beigel,,,,,fc-ashdod,,,maccabi-netanya,,,
Román Golobart,,,,,,,,maccabi-netanya,,,
Matan Levy,,,,,,,,maccabi-netanya,maccabi-netanya,,
Zlatan Sehovic,,,,,,,,maccabi-netanya,maccabi-netanya,maccabi-netanya,
Rotem Keller,,,,,,,,maccabi-netanya,maccabi-netanya,maccabi-netanya,hapoel-hadera
Yuval Sade,,,,,,,,maccabi-netanya,maccabi-netanya,maccabi-netanya,maccabi-netanya
Borja Herrera,,,,,,,,maccabi-netanya,,,
Moshe Mula,,,,,,,,maccabi-netanya,maccabi-netanya,sektzia-ness-ziona,
Raz Karmi,,,,,,,,maccabi-netanya,maccabi-netanya,maccabi-netanya,maccabi-netanya
Lazar Cirkovic,,,,,,,,maccabi-netanya,,,
Tzlil Nehemya,,,,,,sektzia-ness-ziona,sektzia-ness-ziona,maccabi-netanya,,,
Omri Gandelman,,,,,,,,maccabi-netanya,maccabi-netanya,maccabi-netanya,maccabi-netanya
Karem Jaber,,,,,,,,maccabi-netanya,maccabi-netanya,maccabi-netanya,maccabi-netanya
Almog Cohen,hapoel-tel-aviv,,,,,,,maccabi-netanya,maccabi-netanya,maccabi-netanya,
Roy Korine,,,,,,,,maccabi-netanya,maccabi-netanya,,maccabi-netanya
Ron Ashkenazi,,,,,,,,maccabi-netanya,maccabi-netanya,maccabi-netanya,
Roy Leib,,,,,,,,,maccabi-netanya,,
Kellian van der Kaap,,,,,,,,,maccabi-netanya,,
Ido Vaier,,,,,hapoel-haifa,,,,maccabi-netanya,maccabi-netanya,maccabi-netanya
Aviv Kanarik,,,,,,,,,maccabi-netanya,,
Lameck Banda,,,,,,,,,maccabi-netanya,,
Kevaughn Frater,,,,,,,,,maccabi-netanya,,
Fernand Gouré,,,,,,,,,maccabi-netanya,,
Akinsola Akinyemi,,,,,,,,,maccabi-netanya,,
Aboubacar Doumbia,,,,,,,,,maccabi-netanya,maccabi-netanya,
Ben Azubel,,,,,,,hapoel-haifa,bnei-yehuda-tel-aviv,maccabi-netanya,,
Liroy Gabay,,,,,,,,,,maccabi-netanya,
Adi Nasa,,,,,,,,,,maccabi-netanya,
Raz Shlomo,,,,,hapoel-tel-aviv,hapoel-tel-aviv,hapoel-tel-aviv,hapoel-tel-aviv,hapoel-tel-aviv,maccabi-netanya,maccabi-netanya
Eyas Masalha,,,,,,,,,,maccabi-netanya,
Boris Enow,,,,,,,,,,maccabi-netanya,maccabi-netanya
Mamoon Qashoa,,,,,,hapoel-haifa,hapoel-haifa,,,maccabi-netanya,
Igor Zlatanovic,,,,,,,,,,maccabi-netanya,maccabi-netanya
Osher Eliyahu,,,,,,,,,,maccabi-netanya,
Plamen Galabov,,,,,,,,,,maccabi-netanya,maccabi-netanya
Omar Gaye,,,,,,,,,,maccabi-netanya,
Shay Konstantin,,,,bnei-yehuda-tel-aviv,bnei-yehuda-tel-aviv,bnei-yehuda-tel-aviv,bnei-yehuda-tel-aviv,beitar-jerusalem,beitar-jerusalem,maccabi-netanya,maccabi-netanya
Amir Berkovich,,,,,,,,,,maccabi-netanya,maccabi-netanya
Patrick Twumasi,,,,,,,,,,maccabi-netanya,maccabi-netanya
Eyal Abadi,,,,,,,,,,maccabi-netanya,
Yaniv Mizrahi,,,,,,,,hapoel-hadera,,maccabi-netanya,bnei-yehuda-tel-aviv
Shahar Ben Yakar,,,,,,,,,,,maccabi-netanya
Nassim Ouammou,,,,,,,,,,,maccabi-netanya
Ethane Azoulay,,,,,,,,,,,maccabi-netanya
Oz Bilu,,,,,,,,fc-ashdod,fc-ashdod,fc-ashdod,maccabi-netanya
Liran Rotman,,,,,,,,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,maccabi-netanya
Ahmad Salman,,,,,,,,,,hapoel-jerusalem,maccabi-netanya
Stanislav Bilenkyi,,,,,,,,,,,maccabi-netanya
Itamar Nitzan,ironi-kiryat-shmona,,,,ironi-kiryat-shmona,ironi-kiryat-shmona,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,maccabi-netanya
Liron Diamant,beitar-jerusalem,,,,,,,,,,
Ofir Amram,beitar-jerusalem,,,,,,,,,,
Ohad Saidof,beitar-jerusalem,beitar-jerusalem,hapoel-jerusalem,hapoel-jerusalem,hapoel-jerusalem,hapoel-hadera,,,,,
Dino Skvorc,beitar-jerusalem,,,,,,,,,,
Tal Kahila,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,,hapoel-hadera,sektzia-ness-ziona,sektzia-ness-ziona
Shay Hadad,beitar-jerusalem,beitar-jerusalem,fc-ashdod,hapoel-jerusalem,hapoel-jerusalem,,,,,,
Tomer Yeruham,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,,,,,,,
Steven Cohen,beitar-jerusalem,beitar-jerusalem,hapoel-haifa,,,,,,,,
Zahi Elihen,beitar-jerusalem,beitar-jerusalem,,ihud-bnei-sachnin,,,,,,,
Zaur Sadaev,beitar-jerusalem,,,,,,,,,,
Omer Nachmani,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,,,,,,
Eden Nahmani,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,,,,,,,,
Aviram Ziat,beitar-jerusalem,,,,,hapoel-jerusalem,,,,hapoel-jerusalem,
Matan Barashi,beitar-jerusalem,,,,,,,,,,
Haim Megrelashvili,beitar-jerusalem,,hapoel-haifa,hapoel-haifa,hapoel-haifa,hapoel-haifa,,,,,
Eviatar Baruchyan,beitar-jerusalem,beitar-jerusalem,,,,,,,,,
Shmuel Kozokin,beitar-jerusalem,,,,,,,,,,
Yonatan Zada,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,hapoel-jerusalem,hapoel-jerusalem,,,,,,
Barak Moshe,beitar-jerusalem,beitar-jerusalem,,,,,,,,,
Darío Fernández,beitar-jerusalem,hapoel-haifa,,,,,,,,,
Dominik Glavina,beitar-jerusalem,,,,,,,,,,
Dzhabrail Kadiev,beitar-jerusalem,,,,,,,,,,
Harel Polak,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,,,,,,,,
Stav Shushan,,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,sektzia-ness-ziona,,,,
Nisso Kapiloto,,beitar-jerusalem,,beitar-jerusalem,hapoel-haifa,hapoel-haifa,hapoel-haifa,hapoel-haifa,hapoel-haifa,hapoel-haifa,sektzia-ness-ziona
Landry Mulemo,,beitar-jerusalem,,,,,,,,,
Matanel Ben Simon,,beitar-jerusalem,,,,,,,,,
Orel Horev,,beitar-jerusalem,,,,,,,,,
Pablo Brandán,,beitar-jerusalem,,,,,,,,,
David Revivo,fc-ashdod,beitar-jerusalem,,,,,,,,,
Roei Zikri,,beitar-jerusalem,,beitar-jerusalem,,,hapoel-tel-aviv,hapoel-hadera,hapoel-tel-aviv,hapoel-hadera,
Dani Freda,,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,,,,,,
Bryan Jones,,beitar-jerusalem,,,,,,,,,
Zarko Korac,,beitar-jerusalem,beitar-jerusalem,hapoel-haifa,hapoel-haifa,,,,,,
Liad Oved,,beitar-jerusalem,beitar-jerusalem,hapoel-jerusalem,hapoel-jerusalem,,,,,,
Andres Tuñez,,beitar-jerusalem,,,,,,,,,
Dusan Matovic,ironi-kiryat-shmona,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,,,,,sektzia-ness-ziona,,
Avishai Cohen,,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,bnei-yehuda-tel-aviv,bnei-yehuda-tel-aviv,bnei-yehuda-tel-aviv,beitar-jerusalem
Jonathan Vila,,beitar-jerusalem,,,,,,,,,
Osa Guobadia,,beitar-jerusalem,,,,,,,,,
Teteh Bangura,,beitar-jerusalem,,,,,,,,,
Mor Shaked,,,beitar-jerusalem,,,,,,,,
Boris Kleyman,hapoel-tel-aviv,hapoel-tel-aviv,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,,,,,
Liviu Antal,,,beitar-jerusalem,hapoel-tel-aviv,,,,,,,
Bar Shalom,,,beitar-jerusalem,,,,,,,,
Ben Rahav,,,beitar-jerusalem,beitar-jerusalem,,,,,,,
César Arzo,,,beitar-jerusalem,,,,,,,,
Shmuel Malul,,,beitar-jerusalem,,,,,,,,
Claudemir,,,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,hapoel-tel-aviv,hapoel-tel-aviv,,,
Or Vaknin,,,beitar-jerusalem,hapoel-jerusalem,hapoel-jerusalem,beitar-jerusalem,,,,,
Lidor Cohen,,,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,,,,hapoel-tel-aviv,,
Sani Emmanuel,,,beitar-jerusalem,,,,,,,,
Jesús Rueda,,,,beitar-jerusalem,beitar-jerusalem,,,,,,
Snir Mishan,,,,beitar-jerusalem,beitar-jerusalem,,,,,,
Pablo de Lucas,,,,beitar-jerusalem,,,,,,,
Ness Zamir,bnei-yehuda-tel-aviv,bnei-yehuda-tel-aviv,bnei-yehuda-tel-aviv,beitar-jerusalem,,,hapoel-haifa,hapoel-haifa,hapoel-haifa,hapoel-haifa,hapoel-hadera
Yaakov Brihon,,,,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,fc-ashdod,fc-ashdod,fc-ashdod,fc-ashdod
Tamir Lalou,,,,beitar-jerusalem,beitar-jerusalem,,beitar-jerusalem,,,,
Uri Magbo,,,,beitar-jerusalem,beitar-jerusalem,,ironi-kiryat-shmona,beitar-jerusalem,beitar-jerusalem,,sektzia-ness-ziona
Arsenio Valpoort,,,,beitar-jerusalem,beitar-jerusalem,,,,,,
Antoine Conte,,,,,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,,hapoel-tel-aviv
Dan Mori,bnei-yehuda-tel-aviv,,,bnei-yehuda-tel-aviv,beitar-jerusalem,beitar-jerusalem,bnei-yehuda-tel-aviv,bnei-yehuda-tel-aviv,bnei-yehuda-tel-aviv,bnei-yehuda-tel-aviv,
Marcel Heister,,,,,beitar-jerusalem,beitar-jerusalem,,,,,
Hen Dilmoni,,ironi-kiryat-shmona,ironi-kiryat-shmona,ironi-kiryat-shmona,beitar-jerusalem,beitar-jerusalem,hapoel-haifa,,,,
Tal Benesh,,,,,beitar-jerusalem,hapoel-tel-aviv,,,,,
Johan Audel,,,,,beitar-jerusalem,,,,,,
Shlomi Avisidris,ironi-kiryat-shmona,ironi-kiryat-shmona,ironi-kiryat-shmona,,beitar-jerusalem,,,,,,
Benny Peretz,,,,,,beitar-jerusalem,,,hapoel-jerusalem,,
Yaakov Mizrahi,,,,,,beitar-jerusalem,,,,,
Oz Siton,,,,,,beitar-jerusalem,beitar-jerusalem,,,,
Georginho,,,,ihud-bnei-sachnin,ihud-bnei-sachnin,beitar-jerusalem,,,,,
Jakub Sylvestr,,,,,,beitar-jerusalem,beitar-jerusalem,fc-ashdod,,,
Michael Siroshten,fc-ashdod,fc-ashdod,fc-ashdod,fc-ashdod,fc-ashdod,beitar-jerusalem,beitar-jerusalem,hapoel-haifa,hapoel-haifa,hapoel-haifa,sektzia-ness-ziona
Ofer Verta,fc-ashdod,fc-ashdod,fc-ashdod,hapoel-tel-aviv,hapoel-tel-aviv,beitar-jerusalem,,,,,
Yorai Maliach,,,,,,beitar-jerusalem,,hapoel-jerusalem,hapoel-jerusalem,hapoel-jerusalem,hapoel-jerusalem
Paul Akouokou,,,,,,beitar-jerusalem,,,,,
David Boysen,,,,,,beitar-jerusalem,,sektzia-ness-ziona,,,
Zion Zemah,fc-ashdod,,,,,beitar-jerusalem,,,,,
Amir Agayev,bnei-yehuda-tel-aviv,bnei-yehuda-tel-aviv,bnei-yehuda-tel-aviv,bnei-yehuda-tel-aviv,bnei-yehuda-tel-aviv,beitar-jerusalem,hapoel-tel-aviv,,,fc-ashdod,bnei-yehuda-tel-aviv
Or Inbrum,,,fc-ashdod,fc-ashdod,fc-ashdod,fc-ashdod,beitar-jerusalem,hapoel-tel-aviv,,fc-ashdod,sektzia-ness-ziona
Roy Fadida,,,,,,,beitar-jerusalem,hapoel-jerusalem,beitar-jerusalem,beitar-jerusalem,
Mihai Vodut,,,,,,,beitar-jerusalem,,,,
Netanel Daloya,,,,,,,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem
Or Zahavi,,,,,,,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,bnei-yehuda-tel-aviv,beitar-jerusalem
Carlos Cuéllar,,,,,,ironi-kiryat-shmona,beitar-jerusalem,,,,
Matan Peleg,,,,,,,beitar-jerusalem,,,,
Afonso Taira,,,,,,ironi-kiryat-shmona,beitar-jerusalem,,,,
Anthony Annan,,,,,,,beitar-jerusalem,,,,
Bruno Ibeh,,,,,,,beitar-jerusalem,,,,
Gadi Kinda,fc-ashdod,fc-ashdod,fc-ashdod,fc-ashdod,fc-ashdod,fc-ashdod,beitar-jerusalem,beitar-jerusalem,,,
Ange-Freddy Plumain,,,,,,,beitar-jerusalem,beitar-jerusalem,,hapoel-tel-aviv,ihud-bnei-sachnin
Uziel Pardo,,,,,,,beitar-jerusalem,,beitar-jerusalem,beitar-jerusalem,
Aaron Olanare,,,,,,,beitar-jerusalem,,,,
Roy Sason,,,,,,,,beitar-jerusalem,,beitar-jerusalem,beitar-jerusalem
Diogo Verdasca,,,,,,,,beitar-jerusalem,beitar-jerusalem,,
Maksim Grechkin,,,,,,,hapoel-hadera,beitar-jerusalem,hapoel-hadera,beitar-jerusalem,beitar-jerusalem
Li On Mizrahi,,,,,,,,beitar-jerusalem,hapoel-tel-aviv,hapoel-tel-aviv,beitar-jerusalem
Levi García,,,,,,,ironi-kiryat-shmona,beitar-jerusalem,,,
Roy Doga,,,,,,,,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,
Yakir Artzi,,,,,,,,beitar-jerusalem,,,
Tamir Adi,fc-ashdod,fc-ashdod,,,,,hapoel-jerusalem,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem
David Dego,,,,,,,,beitar-jerusalem,beitar-jerusalem,beitar-jerusalem,
Raz Baruchian,,,,,,,,,beitar-jerusalem,,
Gleofilo Vlijter,,,,,,,,,beitar-jerusalem,beitar-jerusalem,
David Houja,,,,,,,,,beitar-jerusalem,beitar-jerusalem,
Santiago Ocampos,,,,,,,,,beitar-jerusalem,beitar-jerusalem,
Marko Jankovic,,,,,,,,,beitar-jerusalem,beitar-jerusalem,
Miron Tal,,,,,,,,,beitar-jerusalem,,beitar-jerusalem
Matheusinho,,,,,,,,,beitar-jerusalem,beitar-jerusalem,
Roy Herman,,,,,,,,,,beitar-jerusalem,
Kamso Mara,,,,,,,,,,beitar-jerusalem,
Dan Azaria,,,,,,,,,hapoel-tel-aviv,beitar-jerusalem,beitar-jerusalem
Richmond Boakye,,,,,,,,,,beitar-jerusalem,
Josua Mejías,,,,,,,,,,beitar-jerusalem,
Amit Cohen,,,,,,,hapoel-hadera,,bnei-yehuda-tel-aviv,beitar-jerusalem,beitar-jerusalem
Liel Deri,,,,,,,,,,beitar-jerusalem,
Omer Lakao,,,,,ironi-kiryat-shmona,ironi-kiryat-shmona,ironi-kiryat-shmona,ironi-kiryat-shmona,hapoel-hadera,beitar-jerusalem,
Dor Konstantinos,,,,,,,,,,beitar-jerusalem,
Adi Yona,,,,,,,,,,beitar-jerusalem,beitar-jerusalem
Edwin Gyasi,,,,,,,,,,beitar-jerusalem,
Nehoray Dabush,,,,,,,,,,beitar-jerusalem,
Miguel Silva,,,,,,,,,,,beitar-jerusalem
Sergey Borodin,,,,,,,,,,,beitar-jerusalem
Grigoriy Morozov,,,,,,,,,,,beitar-jerusalem
Fred Friday,,,,,,,,,,,beitar-jerusalem
Trazié Thomas,,,,,,,,,,,beitar-jerusalem
